Part_Name,Count,Percentage
circlips,1,0.0
Bracket Front Fender Upper Front Right,1,0.0
EMBLEM MARK S REAR,1,0.0
BRKT RR BUMPER SIDE R,1,0.0
MOUNTING RADIATOR  SUPPORT LOWER,1,0.0
MEMBER   COMP  FR  BUMPER,1,0.0
GRILLE  COMP  RADIATOR LOWER,1,0.0
COVER GRILLE RADIATOR  LOWER,1,0.0
I/p Upper,1,0.0
VALVE  EXHAUST,1,0.0
tape rear outer roof lh,1,0.0
pipe egr,1,0.0
"W/Strip, Door Inner , RH",1,0.0
"W/Strip, Rear Door Pertition, LH",1,0.0
"W/Strip, Rear Door Out , RH",1,0.0
SKIRT QUARTER PANEL,1,0.0
RIM FRONT RIGHT,1,0.0
tape rear door outer front rr,1,0.0
SUNVISOR LH ASSY,1,0.0
BOLT SUSPENSION ARM FR BUSHING LH,1,0.0
PANEL DASH FR FENDER LH,1,0.0
PANEL QTR INNER UPR LH,1,0.0
HINGE FRONT DOOR UPR LH,1,0.0
HINGE BACK DOOR PANEL,1,0.0
GARNISH RR PLR OTR FR LH,1,0.0
Door Tape 6,1,0.0
"Moulding, Windshield",1,0.0
"MEMBER COMP,FR BUMP UPPE",1,0.0
strur assy,1,0.0
Emblem Dicky comp,1,0.0
"SIDE VIEW MIRROR, LH",1,0.0
REAR BACK PNALE ,1,0.0
WHEEL ALUMIMIUM FR,1,0.0
grilBAR FRONT STSBILIZER R,1,0.0
Liquide Gasket,1,0.0
BACK DOOR M,1,0.0
QTR UPR INR LH,1,0.0
QTR INNR FRT LH,1,0.0
QTR UPR LH TRIM,1,0.0
QTR LOWER FRT LH,1,0.0
"W/Strip, Door Open, LH",1,0.0
"Extension, Rear Bumper",1,0.0
"CUSHION,FRONT FRONT SIDE",1,0.0
Housing thermostat,1,0.0
GEAR SHIFTER CABLE,1,0.0
STEERINGRACK ASY,1,0.0
ENGINE FOUNDATION,1,0.0
Skid Plate Front Side,1,0.0
"HINGE COMP,L ",1,0.0
FRONT END,1,0.0
WINDSHIELD GLASS NEW,1,0.0
air bag,1,0.0
Member comp frt,1,0.0
"TRIM COMP,QURTR LOWER,L",1,0.0
member aron,1,0.0
"BAR,REAR BUMPER",1,0.0
GUARD ASSY RR BMPR L,1,0.0
MOUNT RADIATORSUPPORTLOWER,1,0.0
"Garnish, Front Piller Outer RH",1,0.0
"PIPE ASSY, FUEL RTN",1,0.0
consumble,1,0.0
BEZEL FR FOG LAMP LH UPPER,1,0.0
REAR FOG LIGHT ,1,0.0
"COVER, INST. PANEL- L",1,0.0
"TRIM, DASH SIDE RH",1,0.0
"COVER, REAR DOOR SEALING",1,0.0
"COVER, SHOULDER ADJUSTER",1,0.0
Suppot Rod,1,0.0
Balance Rod Breaket Both,1,0.0
"Reinf, Center Piller LH",1,0.0
"Latch, Rear Door LH",1,0.0
"Member, Rear Floor Side, RH",1,0.0
Frt lining,1,0.0
UNIT  LAMP FR  TURN  SIGNAL  LH,1,0.0
tape rear outer roof rh,1,0.0
Stopper Front Strut Re bound,1,0.0
"CAP, ROOF SIDE DRIP REAR LH",1,0.0
"TAPE, RR DR OUTER ROOF RH",1,0.0
HOSE INETR COOLER OUTLET 1,1,0.0
COV ENG,1,0.0
LH REAR LAMP,1,0.0
PIPE COMP. CNG,1,0.0
ARM WIPER ASSY,1,0.0
SIDE TRUN SIGNAL LAMP,1,0.0
STOPPER COMP. BUMPER,1,0.0
TAPE  FR PILLAR UPPER LH (BLACK),1,0.0
Tape Rera Door Outer FR RH,1,0.0
Bolt TRQ Rod & TRQ Rod Bracket,1,0.0
Bolt TRQ Rod And Suspension Frame,1,0.0
Unit Headlamp LH side,1,0.0
Wheel cap frt lhs,1,0.0
Griller Radiator Upper,1,0.0
Renif Front Bumper LH & RH,1,0.0
Cover Front End Lower RH side,1,0.0
Absorber comp front bumper Lower,1,0.0
Front Bumper Upper Grille,1,0.0
Front Bumper Lower Grille,1,0.0
Pipe Air Cleaner Slet,1,0.0
"BRACKET,ENG RR TRQ",1,0.0
"LINING,FRONT rh",1,0.0
"BRACKET,FOG BEZEL,",1,0.0
"GARNISH,FR BU SIDE,L",1,0.0
extension side body otr,1,0.0
lamp assy high mount,1,0.0
"CAP, ROOF SIDE DRIP REAR RH",1,0.0
Weatherstrip front opng l,1,0.0
WHL CVR  SLVR BREEZA ,1,0.0
REINF QTR Inner Front LH,1,0.0
GUARD  ASSY   FR FENDER  SPLASH LH,1,0.0
GUARD  ASSY  FR DOOR SPLASH  LH,1,0.0
TAPE  REAR  DOOR  OUTER  FR LH ,1,0.0
"HINGE, FRONT  LOWER  RH",1,0.0
COVER FRONT END LWR RH & LH,1,0.0
Alloy Wheel LH Front & Rear,1,0.0
Molding Windshield ,1,0.0
Clips Door Trim,1,0.0
ADJUSTER HYDRAULIC VALVE LASH,1,0.0
GARNISH FNT BUMPER SIDE LH,1,0.0
BRACKERTS,1,0.0
Mounting Comp Engine RH.,1,0.0
"SASH,REAR DR CENTER,L",1,0.0
ROOF RAIL CENTRE,1,0.0
Weatherstrip frt inner l,1,0.0
REINF FRONT DOOR HINGES RH,1,0.0
BRKT REAR BUMPER RH,1,0.0
bezel fog lamp front left,1,0.0
FENDER SPLASH GAURD LH,1,0.0
ARM VALVE ROCKER EXHAUST,1,0.0
WJEEL ARC FROM LEFT,1,0.0
"HOLDER, FR BMPR FR RH",1,0.0
TANK ASSEMBLY WASHER,1,0.0
regulator assy fr window l,1,0.0
"CABLE ,HD LATCH RELEASE",1,0.0
SETTLEMENT ON CASHLOSS BASIS,1,0.0
Ambient Light Inner,1,0.0
Molding radiator grl side r,1,0.0
"ARM COMP,RR DR LOWER,R",1,0.0
Condensor.,1,0.0
"WHEEL COMP, A",1,0.0
Frame Sub Floor Right,1,0.0
REINF RR SEAT BELT SIDE LH,1,0.0
PANEL comp front corner,1,0.0
CTL-334002,1,0.0
PANEL RR WHEEL HOUSING INR RH,1,0.0
Garnish bumper side LH,1,0.0
FRONT ROOF INNER,1,0.0
"BRACE COMP,L",1,0.0
Pipe Comp Center,1,0.0
Grommet 05 Nos,1,0.0
Cable Shift & Control,1,0.0
Pipe Washer,1,0.0
Cabole Hood Release,1,0.0
Panel Floor Console RR,1,0.0
hinge front upper,1,0.0
MBR RF CTR NO. 2,1,0.0
"MEMBER, RF PANEL CTR NO.3",1,0.0
"TRIM ,FRONT PILLAR,LH",1,0.0
"WEATHERSTRIP,FRONT OPNG,LH",1,0.0
BULB 2PCS,1,0.0
.LINK MAIN,1,0.0
SASH COMP FR DOOR REAR LOWER RH,1,0.0
Bracket Eng RR TRG Rod,1,0.0
Bezel Front Fog Lamp L-2,1,0.0
Panel trunk lid,1,0.0
Holder Rr bumper side LH,1,0.0
Outlet ventilator RH,1,0.0
Emblem Rear smart hybrid,1,0.0
WHEEL COMP 13X4B,1,0.0
STOPPER COMP BUMPER,1,0.0
REINF RR SEAT BELT SIDE RH,1,0.0
"Panel, Cowl Upper",1,0.0
"Column Assy, Colps Steering",1,0.0
"GARNISH,FR BUMPE SIDE,L",1,0.0
Holder Fr R,1,0.0
Holder Fr L,1,0.0
Ext Comp RR Floor Side L,1,0.0
Panel Comp RR Lamp House L,1,0.0
Handle RR Door Our RH,1,0.0
"GARNISH COMP,COWL TOP SIDE R",1,0.0
Silencer Rubber Kit,1,0.0
CLIP PART NO 6,1,0.0
garnish head light LH ,1,0.0
"UMPER,FRONT UPPER",1,0.0
HOUSING RR COMP OUTER LH,1,0.0
ext fr bumper lh,1,0.0
garnish front ctr,1,0.0
TAP FR DPPR OUTER RR LH,1,0.0
Holder Bumper Rear rh,1,0.0
ENG STEERING TIE ROD,1,0.0
REINF FR BUMPER RH LH,1,0.0
PANEL A PILLAR R(YR9),1,0.0
EXTENSION COMP APRON,1,0.0
BKT FRONT BUMPER LH,1,0.0
Lamp Unit Back Up LH,1,0.0
BULK HEAD FRONT,1,0.0
PANEL COMP RR LAMP HOUSE OUTER R,1,0.0
"EXTENSION, APRON SIDE LUH",1,0.0
"Holder, FRont Bumper RH",1,0.0
"Panel, FRont Piller Inner RH",1,0.0
"Hinge, FRont Door Upper LH",1,0.0
Instrument Panel Lower,1,0.0
Turn signal rh,1,0.0
Panel Front Fender :,1,0.0
HLDER FR BUMPER SIDE LH,1,0.0
COVER R END R,1,0.0
GARNISH FR BUMPER GRILL UPR,1,0.0
bracket rear rh,1,0.0
QTR INNER UPPER,1,0.0
Arm Assy Front ,1,0.0
CONSUMEBALE28,1,0.0
RADIATOR GRILL LWR,1,0.0
FRONT FOG LAMP LH AND RH,1,0.0
WHEEL COMP ALU,1,0.0
"COVER,FRONT fdr ,L",1,0.0
BOLT TORQUE ROD & TORQUE ROD BRKT,1,0.0
GUIDE GRILLE LWR RH,1,0.0
COVER MAIn FLOOR UNDER RH,1,0.0
BUMPER RR LWR,1,0.0
OPENERFUEL LID,1,0.0
WEATHERSTRIP FR DOOR L,1,0.0
Tape Rear Door outer Front Left,1,0.0
"COMP,RR FLOOR RR",1,0.0
holder front left,1,0.0
"GARNISH, FR BMR SIDE,L",1,0.0
RAD GRILL NO 2,1,0.0
EXTENSION COMP FRONT BPR,1,0.0
LOCKER COMP,1,0.0
HOLDER RR SIDE RH,1,0.0
EXTENSION QTR INNER UPR L,1,0.0
GARINSH FR BUMPER LOWER,1,0.0
TRIM BACK DR SIDE R,1,0.0
TRIM BACK DR SIDE L,1,0.0
"EMBLEM, S (CHROME) 1",1,0.0
HOOD RELEASE,1,0.0
HEAD LAMP UNIT,1,0.0
Parking Sensor Brackets,1,0.0
bracket park,1,0.0
Mirror Assy Out Side Rear View RH,1,0.0
box ip upper,1,0.0
CALP HOSE INTERCOLER,1,0.0
CROSMEMBER LOWER,1,0.0
CAP TANK,1,0.0
GARNISH 4,1,0.0
garnish upper grill,1,0.0
garnish Front Bumper ,1,0.0
Tape Front Door Pillar Right ,1,0.0
run cabin back window,1,0.0
FRont Protector,1,0.0
molding rh,1,0.0
tape rear fr 2,1,0.0
Reinforcement Roof Left,1,0.0
TANKL ASSY WASHER,1,0.0
Trim Complete CTR Pillar Upper  Left,1,0.0
Guard Front Fender Right ,1,0.0
Guard Rear Fender Left,1,0.0
Board Comp Luggage Floor,1,0.0
TAPE REAR DOOR OUTER FRONT R,1,0.0
LAMP HOUSE R,1,0.0
TRIM LOWER R,1,0.0
Cap Instrument Panel Center,1,0.0
Decal Turbo,1,0.0
Handle Door Inner Pull,1,0.0
Weatherstrip FrontDoor Opening L,1,0.0
Guide Assy Air,1,0.0
Side mirror cover right,1,0.0
Back up light LH,1,0.0
LEFT FOG LIGHT,1,0.0
"TAPE, RR 2",1,0.0
"DECAL,SIDE STRIPE,L",1,0.0
HNGES R NAD L,1,0.0
BRAKET RDTR SUPPORT R AND L,1,0.0
HORN ASSY LOW AND HIGH,1,0.0
SENSOR FRT WHEEL RHS,1,0.0
joint heart pipe,1,0.0
steering support member,1,0.0
case heater,1,0.0
Rr RH Shock Absorb,1,0.0
"STOPPER ASSY,FRONT BUMP",1,0.0
"GRILLE,RDTR UPPER",1,0.0
"GARNISH,RR GRILLE UPR,R",1,0.0
"TAPE, DR OUT",1,0.0
GARNISH ROOF RH,1,0.0
FRONT FOG LAMP YN4	,1,0.0
GLASS WINDSHILE D,1,0.0
BODY SHELL CIAZ DX,1,0.0
BUCKLE ASSY FR BELT RH,1,0.0
SEAT ASSY FR L,1,0.0
HOSE  DISCAHRGE,1,0.0
Oil Cap,1,0.0
Wiper Reservoir,1,0.0
fan coolg,1,0.0
"MEMBER,FR UPPER",1,0.0
"GARNISH, FR ",1,0.0
BLADE ASSY WIPER LH,1,0.0
"BEZEL,FRONT FOG LAMPL",1,0.0
"LINING COMP, FRNT FNDR, L",1,0.0
door hinge rear door Lower RH,1,0.0
"CLAMP,JACK HANDLE",1,0.0
HGEATER UNIT,1,0.0
COOLAN,1,0.0
support comp. strut,1,0.0
COVFER ASY CYLINDER HEAD,1,0.0
"RM ASSY, FRONT SUSPENSION",1,0.0
"GUARD  SIDE,R",1,0.0
HOLDER RR BPR-04,1,0.0
Pack assy battery,1,0.0
AC CAN GASS,1,0.0
ABSORBER LOWER BMPR,1,0.0
HOSE RDTROUTLET,1,0.0
RING ASSY LOW GEAR SYNC,1,0.0
THERMOST CAP WATER,1,0.0
HOSERV TANK,1,0.0
NOZZLE RH,1,0.0
handle fr door out lh,1,0.0
HOSE RAD TO RSVR TANK,1,0.0
COVER COWL TOP GARNISH L,1,0.0
EXTN APRON REINF LH,1,0.0
NET FRONT BUMEPR,1,0.0
"LAMP ASSY,SIDE TURN SIGNAL 2PCS",1,0.0
HUB ASSY FRONT WHE,1,0.0
Tape Front pillar lh,1,0.0
Emblem dicky panel comp,1,0.0
Bracket Stabilizer L/R,1,0.0
Garnish Ft Side RH,1,0.0
GARNISH FR BUMPR RIGHT,1,0.0
RECEIVER PIPE OUTLET,1,0.0
Regulator dr window,1,0.0
Wether strip iner,1,0.0
glass frt dr window,1,0.0
FRONT HOOD ASSY ,1,0.0
GUARD FENDER SPALSH RH,1,0.0
grille guide air,1,0.0
Bracket Engine MTG Rear,1,0.0
"CLIP,I/P LOWER COVER",1,0.0
LINING COMPFRONT FENDER 2 ,1,0.0
"O RING(D:2,4,ID:10.8)",1,0.0
strut assy fr suspn lh,1,0.0
sensor assy room temp,1,0.0
BILB,1,0.0
"WEATHERSTRIP,FRONT ANT OUT DOR",1,0.0
"WEATHERSTRIP, DOOR OPNG RH 2 NO",1,0.0
SASH D,1,0.0
SILCONE TUBE,1,0.0
COVER FRONT Lower,1,0.0
Decal Body Side Fr L,1,0.0
"JOINT, AIR INTAKE",1,0.0
Reinf Comp Hood Cushion Rh,1,0.0
inovice amount,1,0.0
Reinf Comp Hood Cushion Lh,1,0.0
Bracket Stabilizer Bar Right,1,0.0
"Reinf, Hood Cushion, RH",1,0.0
cover frt end side rh,1,0.0
Bar Front bumper,1,0.0
"REINF COMP,INNER FRONT,L",1,0.0
Sleeve 5th Speed Sync,1,0.0
BUMPER FR CROSS MEMBER,1,0.0
"Tape, Rear Door Outer Rear, RH",1,0.0
Sensor Park rear ,1,0.0
OIL FILETR,1,0.0
Cover Hole,1,0.0
TOUNG ASSY FR BELT,1,0.0
"NUT, DOOR SPLASH GUARD",1,0.0
RR LH FENDER LINNING,1,0.0
"EMBLAM ,MARK (S)",1,0.0
FRONT FENDER RH LINNING ,1,0.0
LININING FRONT FENDER RH,1,0.0
ROD FRONT SPNSN TENSION L,1,0.0
Cover Front End Lower Rhs,1,0.0
sash front door left,1,0.0
"EMBLEM, REAR(SMART)",1,0.0
Engine Mounting RR,1,0.0
FR Cross Assy,1,0.0
Extension Fender Apron R,1,0.0
Crossmember Dash Upper R,1,0.0
PANEL  FR  DOOR  RH ,1,0.0
CABLE COMP HOD LATCH RELEASE,1,0.0
T/L RH,1,0.0
FRONT FENDER RH ,1,0.0
DECAL  SIDE  STRIPE RH ,1,0.0
Fender lining front RH,1,0.0
DECAL  SIDE  STRIPE LH,1,0.0
HANDLE  ASSY  SIDE  DOOR  OUT RH,1,0.0
W/STRIP  FR DOOR INNER ,1,0.0
Bracket Rear Side Left 2,1,0.0
HORN LOW PITHCED,1,0.0
Front glass moulding- Cut,1,0.0
oil ac gas,1,0.0
Emblem VXI(chrome),1,0.0
"TAPE,FRONT DOOR OUTER RR,R(",1,0.0
REGULATOR ASSY REAR WIND RH,1,0.0
FRT Bumper Grille,1,0.0
EXTENSION APRON REINF RH,1,0.0
RH Side skuting fog lower,1,0.0
Member Seat Leg,1,0.0
Rh Brace Lamp Support,1,0.0
GRILLERDTR UPR,1,0.0
TAPE RR DR SASH ROOF LH,1,0.0
Locker Center Pillar Right,1,0.0
GARNISH BUMPER CTR FRONT,1,0.0
MOLDING GRILL LOWER,1,0.0
Air Drying sealent,1,0.0
"GUIDE, GRILL AIR",1,0.0
run glass right rear,1,0.0
WEATHERSTRIP dr right rear,1,0.0
ARM ASSY FRONT SUSPN LH,1,0.0
LH FR. BUM. REINF.,1,0.0
REAR SEAR HINGE COVER,1,0.0
PNL COMP FR HOOD,1,0.0
MLDG,1,0.0
MIRROR COMP OUTR REAR VIEW,1,0.0
LINING FRT. FENDER LH,1,0.0
MOUN FRT STAB BAR,1,0.0
Member comp frt upper lock,1,0.0
Absorber fr cover,1,0.0
TAPE FRONT DOOR OURTER RR R,1,0.0
FOG LAMP GRILLE RH,1,0.0
DECAL(AUTO GEAR SHIFT,1,0.0
RHS QUARTER PANEL,1,0.0
HARNEST MAIN,1,0.0
Clips - 10,1,0.0
Crossmember front,1,0.0
CROSS MEMBER FRT BUMPER,1,0.0
rh leg,1,0.0
Connrod Assy 02 Nos,1,0.0
Valve Exhaust 08 Nos,1,0.0
MEMBER COMPLETE FRONT,1,0.0
PAINT MATRIAL,1,0.0
door tape rr lh,1,0.0
tape front door out rr lh,1,0.0
THROTTLE BODY GASKET,1,0.0
Tape Front Door Outer RR Right,1,0.0
Diesel Pump,1,0.0
Glass QTR Window rh,1,0.0
Member Seat belt Reflactor rh,1,0.0
Exten side body otr lwr rh,1,0.0
ROOF TOP ASSY,1,0.0
GLASS SEALANT 2NO.,1,0.0
"Grille Assy, Radiator Upper",1,0.0
HEATER UNIT ASSY,1,0.0
Rubber Support ,1,0.0
Hinges Door ,1,0.0
STABLISER BAR,1,0.0
SEAL C SHAT OIL,1,0.0
Weatherstrip front door RH ,1,0.0
Hood Member Upper,1,0.0
cover lh front,1,0.0
MARUTI ALTO W/S LAMI,1,0.0
RH WHEEL HOUSING FR,1,0.0
F/RH DOOR DECAL,1,0.0
G FLOOR PANEL SET BACK FRAM,1,0.0
REAR DOOR GLASS DICKEY,1,0.0
WEATHER STRIP DOOR OPG,1,0.0
cover lower l,1,0.0
"MEMBER , UPPER",1,0.0
MOULDING ROOF RIGHT,1,0.0
LH fender,1,0.0
"PNL ASSY,FEN APRON,L",1,0.0
LOWER GRILL CHROME,1,0.0
STIFFNER EXHAUST MANIFOLD NO.2,1,0.0
DRIVE SHAFT ASSY FR RH,1,0.0
PANDEL SIDE BODY OUTER R,1,0.0
Cross member comp. FR lower- Bent/pressed,1,0.0
HINGE COMP  FRONT HOOD  LH RH,1,0.0
"BRACKET,FRONT L",1,0.0
BOLT NUT CLIP,1,0.0
MEMBER FRONT HD LOCK,1,0.0
refelector rr,1,0.0
LH FR SHOCKER,1,0.0
COVER TRANSMISSION,1,0.0
FR SENSOR,1,0.0
Glass windshield- Broken,1,0.0
Hose air cleaner oulet- Damaged,1,0.0
Shaft assy. FR drive L- Damaged ,1,0.0
Knuckle steering LH- Kept open,1,0.0
Arm assy. FR suspension LH- Bent,1,0.0
Member lamp support L- Bent/pressed,1,0.0
panel side body lh,1,0.0
Garnish FR bumper net LH- Damaged ,1,0.0
ABSERVER FR BUMPER ,1,0.0
CONDERSER,1,0.0
EMBLEM REAR2,1,0.0
Lining RR Fender LH,1,0.0
GIDE GRIL,1,0.0
bezel frt fog lamp rh,1,0.0
MULTI HOLE DISC P320,1,0.0
PAD FR FENDER REAR L,1,0.0
COVER FR END SIDE LWR L,1,0.0
SUSU ARM FR RH,1,0.0
BRACE LAMP SUPOT R,1,0.0
MEMBER LAMP[ SUPPORT R,1,0.0
ARM ASSY  FRONT SUSPENSION  LH,1,0.0
LATCH REAR L,1,0.0
"WEATHERSTRIP, RR LH DOOR",1,0.0
Door tapes 2 nos,1,0.0
REAR COMB LAMP RH,1,0.0
GARNISH BACK DR LWR,1,0.0
Extension Lh,1,0.0
SHROUD AIR INATKE,1,0.0
bkt Rh,1,0.0
TAPE REAR DL,1,0.0
Run Front Door Glass RH,1,0.0
LOWER COVER FRONT,1,0.0
HYBRID BATTERY,1,0.0
bumpr bracket frt left,1,0.0
"COVER, FR FDR RH",1,0.0
guard side sill rh,1,0.0
Vehicle Speed Sensor LH,1,0.0
HORN ASSY MIDDLE PITCHED,1,0.0
"HOLDER, RR BMPR SIDE, RH",1,0.0
GUIDE GRILL LOWER L,1,0.0
GARNISG FR BUMPER LOWER,1,0.0
SENSORRR WHEEL,1,0.0
PIPE FUEL FEED2,1,0.0
RH RR  DOOR HINGES ,1,0.0
RH  GARNISH PATTI,1,0.0
Strut Assy Front SPNSN L ,1,0.0
Rod Comp Eng RR TRQ ,1,0.0
Bracket Eng mtg Lh ,1,0.0
Cover Side Trasaxle Side ,1,0.0
Panel Rear Lamp House OTR R,1,0.0
Air Bag Passenger Module,1,0.0
LH FR Pillar Lower Moulding,1,0.0
TRY BATTERY,1,0.0
HOLDER BUMPER SID2,1,0.0
TRIM FRT DR RH,1,0.0
"STRUT ASSY,BRAKE,R",1,0.0
"TAPE, FRONT DR OUTER RH 2",1,0.0
Bolt FRT Hood Hinge ,1,0.0
Hinge Comp Rear Door Lower LH,1,0.0
Net Comp Front Bumper,1,0.0
Emblem Rear (Smart Hybrid),1,0.0
"LINING COMP, FRONT FNDR L",1,0.0
"BEZEL COMP,FRONT FOG LA",1,0.0
EXCESS CLAUSE,1,0.0
BAZEL RH,1,0.0
GLASS- WINDSHIELD,1,0.0
condensor ac,1,0.0
"REINF COMP,DASH SIDE,",1,0.0
Extension Side Otr Right,1,0.0
Cover Engine Side L/R,1,0.0
PANEL COMP FRONT CORNER BOTH (242.18+242.18),1,0.0
"HANDLE ASSY,FRONT DR OUT,LH",1,0.0
SUSPENSINON FRAME,1,0.0
Reinf ctr pillar rh,1,0.0
Roof moulding lh,1,0.0
"TAPE,REAR DOOR OUTER ",1,0.0
"TAPE, REAR D",1,0.0
"TAPE, REAR D.",1,0.0
TAPE RERA DOOR OUTER,1,0.0
RUN DOOR GLASS,1,0.0
BACK ASSY FR R,1,0.0
"CASE,TRANSAXLE",1,0.0
Ball Joint Assy,1,0.0
185/65 R15 88H ALNAC,1,0.0
REAR AXLE TUBE ASSY,1,0.0
Holder Rear Bumper Left,1,0.0
BEARING CONNETING ROD,1,0.0
"PANEL COMP,REAR FLOOR FR",1,0.0
"MEMBER,FRONT SIDE,LH",1,0.0
BRAKE PLATE,1,0.0
"BKT, AIR CLEANER NO.1",1,0.0
PANL DASH SIDE LH,1,0.0
CLIP 06PCS,1,0.0
BULB 1PCS,1,0.0
Liner Rr Fender Left,1,0.0
Rreflector Tape,1,0.0
MOUNTING RDTR SUPPORT upper,1,0.0
TYRE FR ,1,0.0
Blade Asy Wiper,1,0.0
Cover Front Hood Fr,1,0.0
Rod Comp ENG R TRQ,1,0.0
"BEARING, CRANKSHAFT LWR(BROWN",1,0.0
EMBLEM BACKDOOR GARNISH,1,0.0
LAMP ASSY. HINGE MT,1,0.0
LIINING FENDER RH,1,0.0
TRIM FR. DOOR RH,1,0.0
HINGE COMP. BACK DOOR,1,0.0
BALALNCE BACK DOOR RR RH & LH,1,0.0
TRIM QUATER INNER LOEW RH,1,0.0
VALVE INTEK,1,0.0
brace lamp support left & right,1,0.0
horn low,1,0.0
PANEL BACK FRAME INSIDE LH,1,0.0
"TIE-ROD COMP, STEERING",1,0.0
BUMPER REARCENTER,1,0.0
GARNISH ASSY BACKDOOR LICENSE,1,0.0
RING PISTONSET,1,0.0
Pipe HU TO Joint RH,1,0.0
Rear Bumper assy,1,0.0
BUMPER FRNT,1,0.0
"HANDLE, DOOR OUT ",1,0.0
"BRACKER,RADTR SUPPORT UPPER R",1,0.0
AIR BAG SENSOR RIGHT,1,0.0
"GARNISH ,COWL TOP SIDE,R",1,0.0
ENGINE SPLASH GAURD,1,0.0
Ring set pistion,1,0.0
seal cranskhsaft Rear oil,1,0.0
COVER FRONT END UPPER RH,1,0.0
GRILL UPPAR,1,0.0
FAN ASSY ENG CKG,1,0.0
ABSORBER FR LOWER RH,1,0.0
Airbag Passenger Wire,1,0.0
Airbag Passenger Module,1,0.0
RH FR FENDER,1,0.0
"ADJUSTER ASSY,FR INSIDE RH",1,0.0
"PANEL COMP, RR LAMP HOUSE L",1,0.0
FR RHS WHEEL CAP,1,0.0
LOCK SET STEARING,1,0.0
PANEL COWL TP SIDE FR L,1,0.0
COVER ENGINE UNDER RH2,1,0.0
BOX COMP I/P CTR LOWER,1,0.0
PAD FRONT FENDER R,1,0.0
RUBBER RR GLASS BOTTOM CHANEL,1,0.0
FR DOR REGULATOR,1,0.0
AUTO GRAFIX EECO,1,0.0
ROF LINLING,1,0.0
"TAPE, FT DR OUTER ROOF",1,0.0
Dicky shockup,1,0.0
grill front bumper,1,0.0
"REFLECTOR , FRONT",1,0.0
Wheel AL Front 02 Nos,1,0.0
CASE TRANSAXLELEFT,1,0.0
Switch Assy Glove Box,1,0.0
Lamp Assy Fog 02 Nos,1,0.0
Hub Front Wheel 02 Nos,1,0.0
Reinf Dash Panel Side RH,1,0.0
Sealing Cowl Ventilator,1,0.0
Panel Cowl Top Side RH,1,0.0
"HOLDER, FR BUPR FRONT, R",1,0.0
"HEADLINING,",1,0.0
"RAIL,SIDE DRIP,LH",1,0.0
"HINGE COMP,REAR SLIDE RH",1,0.0
PRADECTOR ASSY,1,0.0
COVER  FR END  UPPER LH,1,0.0
Fender Lining Rear LH,1,0.0
fender splash gaurd r,1,0.0
"TAPE,FRT DR OUTER RR,L",1,0.0
ENGINE COVER LOWER,1,0.0
ABORSER COMP FRT BMPR LOWER,1,0.0
"HINGE COMP,TRUNK,R",1,0.0
Member comp FR Side RH,1,0.0
Shaft assy FRT Driver RH,1,0.0
Sealent se,1,0.0
"Bracket,Bearing support",1,0.0
"Cover comp,STG Column hole",1,0.0
Disc front brake,1,0.0
Frame comp FRT Suspension,1,0.0
Louver comp CTR Vent DR,1,0.0
PNL B-PILLAR R,1,0.0
guard side,1,0.0
ENTN WHEEL HOUSE OTR FR L,1,0.0
HING COMP BACK DOOR,1,0.0
BOARD CAMP LUGGAGE FLOOR,1,0.0
Unit back Door Balance ,1,0.0
garnsih cowl top right,1,0.0
consumbae,1,0.0
FRONT BONNET,1,0.0
GRILL CHROME RADIATOR UPPER,1,0.0
"REGULATOR ASSY, FRONT WINDOW",1,0.0
Bkt Ft Fender RH,1,0.0
weatherstrip front door lh,1,0.0
eng. harness,1,0.0
QTR CLADDING,1,0.0
Extension Rear Floor RR RH,1,0.0
DOOR FUEL FILLER ,1,0.0
Harness Set Main ,1,0.0
Member comp front side l,1,0.0
KNOB RCLNG LEFT,1,0.0
BACK UP UNIT RH,1,0.0
GLASS FRONT SIDE LHS,1,0.0
TAPE FRT DOOR RH,1,0.0
"Cover, Front Fender, R",1,0.0
"Hinge, Rear Door Upper, R, ko",1,0.0
STRENGTH COMPL SIDE SILL RH,1,0.0
"HINGE, REAR RHS",1,0.0
KNUCKLE SET STRG RH,1,0.0
"TAPE, FRONT DR RH",1,0.0
"GARNISH,RDIATOR GRILLE UPR,R",1,0.0
Garnish Bumper lower,1,0.0
Fender R.H.,1,0.0
Stabilizer joint 1,1,0.0
SPEAKER HOLE RH,1,0.0
BEZEL RR REFLECTOR  R,1,0.0
"BOLT,5X20",1,0.0
GARNISH FRONT BUMPER LOWER RIGHT,1,0.0
"TAPE,REAR DR OUTER TOP LEFT",1,0.0
GRILL RADAITOR BLACK ,1,0.0
EMBLEM REAR ALTO 800,1,0.0
CVR fnr,1,0.0
LH FENDER BRACKET,1,0.0
"DECAL,SIDE STRIPE RR QTR RR",1,0.0
MBR COMP,1,0.0
"MEMBER, ROOF PANEL CENTER",1,0.0
PANEL OTR INNER UPPER RH,1,0.0
FENDER CLADING,1,0.0
MEMBER QTR WDW LWR FR LH,1,0.0
FR SUSPENSIN FRAME,1,0.0
TANK VACCUM,1,0.0
"TRIM ASSY, FRONT DOOR, R",1,0.0
BUMPER BRAKET LH,1,0.0
GARNISH COWLTOP LH RH,1,0.0
REGULATOR GLASS DOOR REAR LH,1,0.0
AIR DRYER SEALANTS,1,0.0
